#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
20	16	10	10	0	16	0	1876.8	EvolutionaryComputationStrategyPlacement	1.1254010200500488
20	32	20	0	0	32	0	3421.0399999999995	EvolutionaryComputationStrategyPlacement	2.600313901901245
20	48	20	0	0	37	11	3521.6799999999994	EvolutionaryComputationStrategyPlacement	3.238065004348755
20	64	20	0	0	44	20	3933.7600000000007	EvolutionaryComputationStrategyPlacement	3.910423994064331
20	80	20	0	0	44	36	3865.7599999999998	EvolutionaryComputationStrategyPlacement	4.605375051498413
20	96	20	0	0	41	55	3844.0000000000005	EvolutionaryComputationStrategyPlacement	5.364438056945801
20	112	20	0	0	42	70	3895.6800000000003	EvolutionaryComputationStrategyPlacement	6.024654865264893
20	128	20	0	0	40	88	3818.16	EvolutionaryComputationStrategyPlacement	6.828427791595459
20	144	20	0	0	41	103	3834.4799999999996	EvolutionaryComputationStrategyPlacement	7.446990966796875
20	160	20	0	0	43	117	4173.12	EvolutionaryComputationStrategyPlacement	8.02896785736084
20	176	20	0	0	43	133	3936.479999999999	EvolutionaryComputationStrategyPlacement	8.793137788772583
20	192	20	0	0	44	148	4067.04	EvolutionaryComputationStrategyPlacement	9.410853862762451
20	208	20	0	0	42	166	4252.0	EvolutionaryComputationStrategyPlacement	10.15887188911438
20	224	20	0	0	47	177	4281.920000000001	EvolutionaryComputationStrategyPlacement	10.787293195724487
20	240	20	0	0	44	196	4205.759999999999	EvolutionaryComputationStrategyPlacement	11.3837890625
20	256	20	0	0	45	211	4377.12	EvolutionaryComputationStrategyPlacement	12.147697925567627
20	272	20	0	0	44	228	4185.36	EvolutionaryComputationStrategyPlacement	12.84864592552185
20	288	20	0	0	46	242	4286.0	EvolutionaryComputationStrategyPlacement	13.551467895507812
