#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
30	16	7	0	23	16	0	4352.960000000001	EnergyUnawareStrategyPlacement	0.00350189208984375
30	32	12	0	18	32	0	4758.24	EnergyUnawareStrategyPlacement	0.007580995559692383
30	48	21	0	9	48	0	5080.559999999998	EnergyUnawareStrategyPlacement	0.015341043472290039
30	64	28	0	2	64	0	5334.88	EnergyUnawareStrategyPlacement	0.02589702606201172
30	80	30	0	0	70	10	5385.2	EnergyUnawareStrategyPlacement	0.035768985748291016
30	96	30	0	0	74	22	5632.72	EnergyUnawareStrategyPlacement	0.04944610595703125
30	112	30	0	0	75	37	5657.2	EnergyUnawareStrategyPlacement	0.05613112449645996
30	128	30	0	0	71	57	5646.319999999999	EnergyUnawareStrategyPlacement	0.06839299201965332
30	144	30	0	0	77	67	5801.36	EnergyUnawareStrategyPlacement	0.07431602478027344
30	160	30	0	0	77	83	5768.719999999999	EnergyUnawareStrategyPlacement	0.0844109058380127
30	176	30	0	0	77	99	5814.959999999998	EnergyUnawareStrategyPlacement	0.09496307373046875
30	192	30	0	0	75	117	5764.64	EnergyUnawareStrategyPlacement	0.10510802268981934
30	208	30	0	0	72	136	5968.640000000001	EnergyUnawareStrategyPlacement	0.11541295051574707
30	224	30	0	0	72	152	5635.4400000000005	EnergyUnawareStrategyPlacement	0.12941694259643555
30	240	30	0	0	70	170	5534.8	EnergyUnawareStrategyPlacement	0.1397569179534912
30	256	30	0	0	72	184	5672.16	EnergyUnawareStrategyPlacement	0.15352797508239746
30	272	30	0	0	77	195	5984.960000000001	EnergyUnawareStrategyPlacement	0.1689920425415039
30	288	30	0	0	74	214	5925.12	EnergyUnawareStrategyPlacement	0.17719793319702148
