#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
70	16	6	0	64	16	0	9749.359999999986	EnergyUnawareStrategyPlacement	0.0024361610412597656
70	32	14	0	56	32	0	10093.439999999986	EnergyUnawareStrategyPlacement	0.007055997848510742
70	48	19	0	51	48	0	10497.359999999984	EnergyUnawareStrategyPlacement	0.012686967849731445
70	64	28	0	42	64	0	10710.879999999985	EnergyUnawareStrategyPlacement	0.024699926376342773
70	80	33	0	37	80	0	11004.639999999987	EnergyUnawareStrategyPlacement	0.03238391876220703
70	96	41	0	29	96	0	11428.959999999992	EnergyUnawareStrategyPlacement	0.0594480037689209
70	112	47	0	23	112	0	11891.359999999991	EnergyUnawareStrategyPlacement	0.060814857482910156
70	128	56	0	14	128	0	12306.159999999996	EnergyUnawareStrategyPlacement	0.08401107788085938
70	144	64	0	6	144	0	12809.359999999999	EnergyUnawareStrategyPlacement	0.10764694213867188
70	160	66	0	4	160	0	13362.879999999997	EnergyUnawareStrategyPlacement	0.1224660873413086
70	176	70	0	0	170	6	13604.960000000003	EnergyUnawareStrategyPlacement	0.14619088172912598
70	192	70	0	0	166	26	13621.279999999999	EnergyUnawareStrategyPlacement	0.17330098152160645
70	208	70	0	0	173	35	13764.080000000004	EnergyUnawareStrategyPlacement	0.19400906562805176
70	224	70	0	0	175	49	14067.36	EnergyUnawareStrategyPlacement	0.21646714210510254
70	240	70	0	0	169	71	13851.119999999997	EnergyUnawareStrategyPlacement	0.24660301208496094
70	256	70	0	0	172	84	13736.880000000003	EnergyUnawareStrategyPlacement	0.25744104385375977
70	272	70	0	0	173	99	13833.440000000004	EnergyUnawareStrategyPlacement	0.29048895835876465
70	288	70	0	0	164	124	13396.88	EnergyUnawareStrategyPlacement	0.33022308349609375
