#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
50	16	11	39	0	16	0	2425.48	EvolutionaryComputationStrategyPlacement	1.242156982421875
50	32	23	27	0	32	0	4724.92	EvolutionaryComputationStrategyPlacement	2.9393529891967773
50	48	32	18	0	48	0	6830.639999999999	EvolutionaryComputationStrategyPlacement	4.592242002487183
50	64	42	8	0	64	0	8890.319999999998	EvolutionaryComputationStrategyPlacement	6.673112154006958
50	80	50	0	0	74	6	10424.640000000001	EvolutionaryComputationStrategyPlacement	9.063865900039673
50	96	50	0	0	81	15	10669.44	EvolutionaryComputationStrategyPlacement	10.567418098449707
50	112	50	0	0	84	28	10727.919999999998	EvolutionaryComputationStrategyPlacement	12.42437195777893
50	128	50	0	0	91	37	11073.360000000004	EvolutionaryComputationStrategyPlacement	13.834224939346313
50	144	50	0	0	88	56	10870.720000000003	EvolutionaryComputationStrategyPlacement	15.425501108169556
50	160	50	0	0	92	68	11076.079999999998	EvolutionaryComputationStrategyPlacement	17.06875705718994
50	176	50	0	0	90	86	10804.079999999998	EvolutionaryComputationStrategyPlacement	18.90399408340454
50	192	50	0	0	92	100	11057.04	EvolutionaryComputationStrategyPlacement	20.462719917297363
50	208	50	0	0	93	115	11108.720000000001	EvolutionaryComputationStrategyPlacement	22.08366584777832
50	224	50	0	0	93	131	10635.439999999997	EvolutionaryComputationStrategyPlacement	23.714669227600098
50	240	50	0	0	99	141	11232.480000000001	EvolutionaryComputationStrategyPlacement	25.14625096321106
50	256	50	0	0	94	162	10965.92	EvolutionaryComputationStrategyPlacement	27.07300615310669
50	272	50	0	0	96	176	10820.4	EvolutionaryComputationStrategyPlacement	28.621846914291382
50	288	50	0	0	95	193	10714.32	EvolutionaryComputationStrategyPlacement	30.440114974975586
