#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
100	16	7	0	93	16	0	13760.959999999975	EnergyUnawareStrategyPlacement	0.0029249191284179688
100	32	13	0	87	32	0	14145.839999999975	EnergyUnawareStrategyPlacement	0.006805896759033203
100	48	20	0	80	48	0	14508.959999999972	EnergyUnawareStrategyPlacement	0.012742996215820312
100	64	28	0	72	64	0	14742.879999999974	EnergyUnawareStrategyPlacement	0.021442890167236328
100	80	32	0	68	80	0	15057.039999999975	EnergyUnawareStrategyPlacement	0.03219413757324219
100	96	41	0	59	96	0	15460.95999999998	EnergyUnawareStrategyPlacement	0.04394984245300293
100	112	50	0	50	112	0	15862.159999999985	EnergyUnawareStrategyPlacement	0.06278300285339355
100	128	54	0	46	128	0	16378.959999999983	EnergyUnawareStrategyPlacement	0.07529497146606445
100	144	63	0	37	144	0	16861.759999999995	EnergyUnawareStrategyPlacement	0.10305094718933105
100	160	65	0	35	160	0	17415.28	EnergyUnawareStrategyPlacement	0.11533808708190918
100	176	73	0	27	176	0	17779.760000000006	EnergyUnawareStrategyPlacement	0.14026093482971191
100	192	83	0	17	192	0	18183.680000000015	EnergyUnawareStrategyPlacement	0.17557096481323242
100	208	88	0	12	208	0	18722.24000000001	EnergyUnawareStrategyPlacement	0.19670605659484863
100	224	94	0	6	224	0	19063.60000000001	EnergyUnawareStrategyPlacement	0.22823405265808105
100	240	100	0	0	234	6	19324.719999999987	EnergyUnawareStrategyPlacement	0.2755849361419678
100	256	100	0	0	242	14	19521.92	EnergyUnawareStrategyPlacement	0.33144402503967285
100	272	100	0	0	239	33	19452.559999999998	EnergyUnawareStrategyPlacement	0.3615849018096924
100	288	100	0	0	237	51	19172.399999999994	EnergyUnawareStrategyPlacement	0.3664209842681885
