strategy-95m	strategy-95h	#PM-I-95h	#PM-95m	#PM-95h	#PM-I-95m	T-95m	T-95h	strategy	KW-95m	#PM-S-95h	KW-95h	#PM-S-95m	KW	#PM-S	#PM-U	#PM-I	#VM-P-95h	T	#VM-P-95m	#VM-P	#PM	VM-U	VM-U-95h	VM-U-95m	#PM-U-95m	#VM-95h	#VM	#PM-U-95h	#VM-95m
0	0	0.238861867688	50.0	0.0	35.7333333333	0.00428224404653	0.000284928103283	EnergyUnawareStrategyPlacement	7787.6	0.0	4.87278210084	0.0	7787.6	0.0	14.2666666667	35.7333333333	0.0	0.00428224404653	16.0	16.0	50.0	0.0	0.0	0.0	14.2666666667	0.0	16.0	0.238861867688	16.0
0	0	0.443810697592	50.0	0.0	22.6333333333	0.0114620288213	0.000219619766927	EnergyUnawareStrategyPlacement	8434.28	0.0	9.05373823088	0.0	8434.28	0.0	27.3666666667	22.6333333333	0.0	0.0114620288213	32.0	32.0	50.0	0.0	0.0	0.0	27.3666666667	0.0	32.0	0.443810697592	32.0
0	0	0.525642479867	50.0	0.0	10.5333333333	0.0229981660843	0.000603677610115	EnergyUnawareStrategyPlacement	8989.84	0.0	10.7231065893	0.0	8989.84	0.0	39.4666666667	10.5333333333	0.0	0.0229981660843	48.0	48.0	50.0	0.0	0.0	0.0	39.4666666667	0.0	48.0	0.525642479867	48.0
0	0	0.0	50.0	0.0	0.0	0.0388389746348	0.000916939466074	EnergyUnawareStrategyPlacement	9544.312	0.0	67.0300422462	0.0	9544.312	0.0	50.0	0.0	0.768911138919	0.0388389746348	60.6333333333	60.6333333333	50.0	3.36666666667	0.768911138919	3.36666666667	50.0	0.0	64.0	0.0	64.0
0	0	0.0	50.0	0.0	0.0	0.0558076699575	0.000627542755358	EnergyUnawareStrategyPlacement	9327.392	0.0	98.1394837943	0.0	9327.392	0.0	50.0	0.0	0.884365385614	0.0558076699575	60.3333333333	60.3333333333	50.0	19.6666666667	0.884365385614	19.6666666667	50.0	0.0	80.0	0.0	80.0
0	0	0.0	50.0	0.0	0.0	0.0730381170909	0.000909150289116	EnergyUnawareStrategyPlacement	9076.2	0.0	93.7440420409	0.0	9076.2	0.0	50.0	0.0	0.875348912722	0.0730381170909	60.7666666667	60.7666666667	50.0	35.2333333333	0.875348912722	35.2333333333	50.0	0.0	96.0	0.0	96.0
0	0	0.0	50.0	0.0	0.0	0.0892329295476	0.000863450885973	EnergyUnawareStrategyPlacement	9171.58133333	0.0	112.406716482	0.0	9171.58133333	0.0	50.0	0.0	0.970426658201	0.0892329295476	62.0666666667	62.0666666667	50.0	49.9333333333	0.970426658201	49.9333333333	50.0	0.0	112.0	0.0	112.0
0	0	0.0	50.0	0.0	0.0	0.106068142255	0.000914153624034	EnergyUnawareStrategyPlacement	9080.23466667	0.0	150.41966617	0.0	9080.23466667	0.0	50.0	0.0	0.916492477472	0.106068142255	61.9	61.9	50.0	66.1	0.916492477472	66.1	50.0	0.0	128.0	0.0	128.0
0	0	0.0	50.0	0.0	0.0	0.122635881106	0.00108574507857	EnergyUnawareStrategyPlacement	9044.28533333	0.0	118.013377349	0.0	9044.28533333	0.0	50.0	0.0	0.90052771465	0.122635881106	61.3333333333	61.3333333333	50.0	82.6666666667	0.90052771465	82.6666666667	50.0	0.0	144.0	0.0	144.0
0	0	0.0	50.0	0.0	0.0	0.139205813408	0.000972207839535	EnergyUnawareStrategyPlacement	9277.66133333	0.0	136.606704691	0.0	9277.66133333	0.0	50.0	0.0	1.32829873992	0.139205813408	61.3666666667	61.3666666667	50.0	98.6333333333	1.32829873992	98.6333333333	50.0	0.0	160.0	0.0	160.0
0	0	0.0	50.0	0.0	0.0	0.156111391385	0.00115868215017	EnergyUnawareStrategyPlacement	9333.33066667	0.0	96.4696816699	0.0	9333.33066667	0.0	50.0	0.0	0.942613022961	0.156111391385	62.2	62.2	50.0	113.8	0.942613022961	113.8	50.0	0.0	176.0	0.0	176.0
0	0	0.0	50.0	0.0	0.0	0.171969207128	0.00106808570193	EnergyUnawareStrategyPlacement	9304.0	0.0	90.3217216271	0.0	9304.0	0.0	50.0	0.0	1.16331127432	0.171969207128	63.1333333333	63.1333333333	50.0	128.866666667	1.16331127432	128.866666667	50.0	0.0	192.0	0.0	192.0
0	0	0.0	50.0	0.0	0.0	0.188154689471	0.00103668753389	EnergyUnawareStrategyPlacement	9311.84266667	0.0	113.754108041	0.0	9311.84266667	0.0	50.0	0.0	1.12271929965	0.188154689471	63.1666666667	63.1666666667	50.0	144.833333333	1.12271929965	144.833333333	50.0	0.0	208.0	0.0	208.0
0	0	0.0	50.0	0.0	0.0	0.206489960353	0.00138240240336	EnergyUnawareStrategyPlacement	9351.41866667	0.0	127.950729424	0.0	9351.41866667	0.0	50.0	0.0	1.44763568695	0.206489960353	62.9333333333	62.9333333333	50.0	161.066666667	1.44763568695	161.066666667	50.0	0.0	224.0	0.0	224.0
0	0	0.0	50.0	0.0	0.0	0.224091879527	0.00127564667101	EnergyUnawareStrategyPlacement	9445.48533333	0.0	102.273440273	0.0	9445.48533333	0.0	50.0	0.0	1.32194913866	0.224091879527	63.1333333333	63.1333333333	50.0	176.866666667	1.32194913866	176.866666667	50.0	0.0	240.0	0.0	240.0
0	0	0.0	50.0	0.0	0.0	0.244775541623	0.001265607776	EnergyUnawareStrategyPlacement	9399.336	0.0	159.472927445	0.0	9399.336	0.0	50.0	0.0	1.08968662966	0.244775541623	62.9666666667	62.9666666667	50.0	193.033333333	1.08968662966	193.033333333	50.0	0.0	256.0	0.0	256.0
0	0	0.0	50.0	0.0	0.0	0.258334875107	0.0013932613357	EnergyUnawareStrategyPlacement	9457.45333333	0.0	129.117384848	0.0	9457.45333333	0.0	50.0	0.0	1.3080553076	0.258334875107	63.2666666667	63.2666666667	50.0	208.733333333	1.3080553076	208.733333333	50.0	0.0	272.0	0.0	272.0
0	0	0.0	50.0	0.0	0.0	0.275451811155	0.00137856415191	EnergyUnawareStrategyPlacement	9334.23733333	0.0	156.869986415	0.0	9334.23733333	0.0	50.0	0.0	1.14749827167	0.275451811155	63.0666666667	63.0666666667	50.0	224.933333333	1.14749827167	224.933333333	50.0	0.0	288.0	0.0	288.0
