#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
40	16	6	0	34	16	0	5717.359999999997	EnergyUnawareStrategyPlacement	0.004438877105712891
40	32	12	0	28	32	0	6102.239999999996	EnergyUnawareStrategyPlacement	0.00867605209350586
40	48	20	0	20	48	0	6444.959999999994	EnergyUnawareStrategyPlacement	0.01664590835571289
40	64	26	0	14	64	0	6719.679999999994	EnergyUnawareStrategyPlacement	0.023868083953857422
40	80	34	0	6	80	0	6952.239999999999	EnergyUnawareStrategyPlacement	0.03566288948059082
40	96	40	0	0	96	0	7417.360000000002	EnergyUnawareStrategyPlacement	0.04835987091064453
40	112	40	0	0	95	17	7581.92	EnergyUnawareStrategyPlacement	0.06322002410888672
40	128	40	0	0	97	31	7701.600000000002	EnergyUnawareStrategyPlacement	0.07471203804016113
40	144	40	0	0	90	54	7371.120000000003	EnergyUnawareStrategyPlacement	0.08989882469177246
40	160	40	0	0	93	67	7535.68	EnergyUnawareStrategyPlacement	0.10620784759521484
40	176	40	0	0	104	72	7864.7999999999965	EnergyUnawareStrategyPlacement	0.11572003364562988
40	192	40	0	0	100	92	7887.92	EnergyUnawareStrategyPlacement	0.1280970573425293
40	208	40	0	0	100	108	7814.480000000001	EnergyUnawareStrategyPlacement	0.1414778232574463
40	224	40	0	0	102	122	7794.080000000004	EnergyUnawareStrategyPlacement	0.15708518028259277
40	240	40	0	0	101	139	7851.200000000002	EnergyUnawareStrategyPlacement	0.1714930534362793
40	256	40	0	0	103	153	7852.560000000001	EnergyUnawareStrategyPlacement	0.18394804000854492
40	272	40	0	0	100	172	7580.560000000001	EnergyUnawareStrategyPlacement	0.20451998710632324
40	288	40	0	0	100	188	8226.560000000001	EnergyUnawareStrategyPlacement	0.21851015090942383
