#PM	#VM	#PM-U	#PM-S	#PM-I	#VM-P	VM-U	KW	strategy	T
100	16	14	0	86	16	0	14149.919999999975	EnergyUnawareStrategyPlacement	0.0063021183013916016
100	32	25	0	75	32	0	14640.879999999974	EnergyUnawareStrategyPlacement	0.011181116104125977
100	48	37	0	63	48	0	15435.119999999977	EnergyUnawareStrategyPlacement	0.021492958068847656
100	64	48	0	52	64	0	15953.279999999982	EnergyUnawareStrategyPlacement	0.03700900077819824
100	80	61	0	39	80	0	16097.439999999984	EnergyUnawareStrategyPlacement	0.052053213119506836
100	96	66	0	34	96	0	16750.239999999987	EnergyUnawareStrategyPlacement	0.0723419189453125
100	112	85	0	15	112	0	17136.480000000003	EnergyUnawareStrategyPlacement	0.09762883186340332
100	128	92	0	8	128	0	17627.44000000001	EnergyUnawareStrategyPlacement	0.1241610050201416
100	144	100	0	0	141	3	17892.640000000003	EnergyUnawareStrategyPlacement	0.16501998901367188
100	160	100	0	0	136	24	17868.160000000007	EnergyUnawareStrategyPlacement	0.2066960334777832
100	176	100	0	0	140	36	17518.639999999996	EnergyUnawareStrategyPlacement	0.23582983016967773
100	192	100	0	0	142	50	17777.04	EnergyUnawareStrategyPlacement	0.2604851722717285
100	208	100	0	0	138	70	17622.000000000004	EnergyUnawareStrategyPlacement	0.3005399703979492
100	224	100	0	0	141	83	17439.760000000002	EnergyUnawareStrategyPlacement	0.3389608860015869
100	240	100	0	0	151	89	17189.52	EnergyUnawareStrategyPlacement	0.3538811206817627
100	256	100	0	0	142	114	17339.119999999995	EnergyUnawareStrategyPlacement	0.41526103019714355
100	272	100	0	0	146	126	17082.079999999998	EnergyUnawareStrategyPlacement	0.4354209899902344
100	288	100	0	0	141	147	17311.919999999995	EnergyUnawareStrategyPlacement	0.47459912300109863
